Instrumento;Link Externo;UF;Municipio;CNPJ;Nome Proponente;Modalidade;Emenda;Objeto;Situacao;Natureza Juridica;Inicio Vigencia;Fim Vigencia; Valor Global ;Valor Empenhado; Valor Liberado ;Valor de Contrapartida; Total em Movimentacoes Financeiras ; Saldo em conta ; Vl Devolvido ;PC Informatizada;Relatorios de Execucao;Acao de Monitoramnto;Percental  Exec;Parecer Financeiro;Grau de Prioridade;Acao de Analise de PC;Data Limite para Apresentar PC;Data de Envio da  PC;Dias de Atraso Envio da PC;Status de Execucao;Analise de Equipamentos;Percentual de Evolucao da Analise;Parecer Tec -Merito;Pareceres Incluidos na Plataforma;Execucao  Financeira Concedente  e Convenente;Devolucao de Saldo p Uniao;Resto a Pagar ;Tecnico / Analista;Processo SEI;Nota de Risco;Limite Toler  Risco;Faixa de Risco;Data de Vinculo Fiscal ;Dias apos Envio da PC;ANOTACOES OBS;Ano;Ingresso de $; ALERTA de Execucao Financeira ; ALERTA Sem Desembolso ; ALERTA Sem Pgt + 150 Dias ; Acordao  TCU1203 ; GRAU DE PRIORIDADE ;
863539;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1280072&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;25/10/2018;31/12/2021; 349.683,00 ; 44.549,61 ; 299.433,55 ; -   ; 409.046,96 ; -   ; 112.949,18 ;NÃO;ANALISADOS;RELATÓRIOS ANALISADOS;100%;EMITIDO.;Indefinida;PARECER DA PLATAFORMA EMITIDO;23/02/2026;17/03/2023;0;CONVÊNIO CONCLUÍDO;NT EMITIDA;100,00%;PT EMITIDO;INCLUÍDOS;FNS: 100,00%   |  Convenente: 79,62%;RECOLHIDO;CANCELADO;Fiscal Não Identificado;1033382017;-;0,8999999;A;Sem Vínculo;-; ;2017;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
863749;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1284974&Usr=guest&Pwd=guest;PB;PATOS;11242822000103;FUNDO MUNICIPAL DE SAUDE;CONTRATO DE REPASSE;SIM;CONSTRUÇÃO DE CENTRO DE CONTROLE DE ZOONOSES;Prestação de Contas Concluída;Organização da Sociedade Civil;15/08/2018;27/12/2026; 1.356.647,64 ; 118.623,96 ; 118.623,96 ; 356.647,64 ; 240.243,64 ; -   ; 3.231,21 ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;25/02/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 96,10%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000076450201831;0,739218;;;Sem Vínculo;-; ;2017;0,00;Acima de 365 dias;Acima de 365 dias;Sim;NÃO;INDEFINIDO;*
863773;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1287647&Usr=guest&Pwd=guest;PB;ALAGOA NOVA;11838096000188;FUNDO MUNICIPAL DE SAUDE DE ALAGOA NOVA;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;23/08/2018;31/03/2021; 513.721,36 ; 500.000,00 ; 500.000,00 ; 13.721,36 ; 87.840,00 ; -   ; 1.151,56 ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;30/05/2021;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 86,96%   |  Convenente: 99,86%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000076445201829;0,741902;;;Sem Vínculo;-; ;2017;13.721,36;Negativo;-;-;NÃO;INDEFINIDO;*
868406;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1348601&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;27/09/2018;02/02/2027; 250.000,00 ; 240.243,64 ; 240.243,64 ; -   ; 230.954,66 ; -   ; -   ;SIM;PENDENTE;COBRAR RELATÓRIOS;81,4814814814815%;PENDENTE;Indefinida;COBRAR PRESTAÇÃO DE CONTAS;03/04/2027;;0;Execução Total;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 92,33%   |  Convenente: 96,63%;RECOLHIDO;SEM IFORMAÇÃO;JOSIELY;25000076447201818;0,745054;;;31/12/2025;-241; ;2018;0,00;Sem Desembolso;-;-;NÃO;INDEFINIDO;46239
868408;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1348605&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;27/09/2018;04/08/2027; 101.000,00 ; 86.962,00 ; 86.962,00 ; 1.000,00 ; 22.389,00 ; 78.450,67 ; -   ;NÃO;ANALISADOS;RELATÓRIOS ANALISADOS;100%;EMITIDO.;Indefinida;PRESTAÇÃO DE CONTAS ANALISADA;03/10/2027;;0;Execução Total;NT EMITIDA;100,00%;PT EMITIDO;INCLUÍDOS;FNS: 82,55%   |  Convenente: 27,12%;RECOLHIDO;CANCELADO;FRANCIBERTO;25000076453201875;-;;;06/06/2022;-; ;2018;1.000,00;Acima de 365 dias;Acima de 365 dias;Sim;NÃO;INDEFINIDO;*
868410;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1348599&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;25/10/2018;31/03/2021; 250.150,00 ; -   ; 230.816,24 ; 150,00 ; 71.403,00 ; -   ; 1.708,21 ;SIM;ANALISADOS;RELATÓRIOS ANALISADOS;100%;EMITIDO.;Indefinida;PRESTAÇÃO DE CONTAS ANALISADA;30/05/2021;;0;Execução Total;NT EMITIDA;100,00%;PT EMITIDO;INCLUÍDOS;FNS: 72,55%   |  Convenente: 98,41%;RECOLHIDO;CANCELADO;BARTOLOMEU;25000076455201864;0,737081063;;;31/12/2025;1893; ;2018;8.200,77;Negativo;-;-;SIM;INDEFINIDO;46239
868411;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1348610&Usr=guest&Pwd=guest;PB;SANTA RITA;09433715000102;FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;25/10/2018;31/12/2021; 100.000,00 ; 100.000,00 ; 82.548,00 ; -   ; -   ; -   ; -   ;NÃO;PENDENTE;COBRAR RELATÓRIOS;81,4814814814815%;PENDENTE;4ª Prioridade;COBRAR PRESTAÇÃO DE CONTAS;17/10/2023;;0;Execução Total;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;RECOLHIDO;SEM IFORMAÇÃO;JULIO;25000076457201853;-;;;25/07/2024;-; ;2018;0,00;Negativo;-;-;NÃO;4ª Prioridade;*
868412;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1348607&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;25/10/2018;31/12/2021; 100.000,00 ; 72.553,00 ; 72.553,00 ; -   ; 410.550,00 ; 85,78 ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;04/05/2023;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 84,89%   |  Convenente: 96,75%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;25000082561201887;-;;;31/12/2021;-; ;2018;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
868413;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1348608&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;15/08/2018;16/06/2024; 112.990,00 ; 100.000,00 ; -   ; 12.990,00 ; 284.700,00 ; -   ; 1.172,16 ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;15/08/2024;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 94,16%   |  Convenente: 99,95%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;25000079829201801;0,742831;;;11/03/2029;-; ;2018;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
868792;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350539&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;15/08/2018;15/06/2024; 503.222,00 ; 325.519,00 ; 424.350,00 ; 3.353,00 ; 175.875,46 ; -   ; 13,35 ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;09/04/2025;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 87,87%   |  Convenente: 98,96%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;25000079834201814;0,744287;;;19/12/2024;-; ;2018;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
869670;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350344&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;15/08/2018;29/12/2026; 302.369,00 ; 282.470,00 ; 282.470,00 ; 2.369,00 ; 65.830,00 ; -   ; 8,64 ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;27/02/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 65,67%   |  Convenente: 94,22%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;25000079826201860;0,744033;;;06/06/2022;-; ;2018;2.369,00;Acima de 365 dias;Acima de 365 dias;Sim;NÃO;INDEFINIDO;*
869675;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350346&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;23/08/2018;31/03/2021; 200.150,00 ; -   ; 175.744,00 ; 149,00 ; 35.817,00 ; -   ; 50.165,75 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;31/10/2023;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 65,11%   |  Convenente: 27,85%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;25000079882201802;-;;;20/12/2022;-; ;2018;1.986,97;Negativo;-;-;NÃO;INDEFINIDO;*
869680;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350342&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;23/08/2018;31/03/2021; 100.250,00 ; -   ; 65.666,00 ; 250,00 ; -   ; -   ; 0,20 ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;13/07/2023;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 6,50%   |  Convenente: 0,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JOSIELY;25000079870201870;-;;;30/01/2025;-; ;2018;4.203,48;Negativo;-;-;NÃO;INDEFINIDO;*
869684;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350362&Usr=guest&Pwd=guest;PB;SANTA RITA;09433715000102;FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;23/08/2018;31/03/2021; 120.020,00 ; 120.000,00 ; 78.126,00 ; 20,00 ; 13.562,00 ; 126.071,94 ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;13/10/2023;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 69,98%   |  Convenente: 6,36%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;FRANCIBERTO;25000079877201891;-;;;13/01/2023;1027; ;2018;50.494,14;Negativo;-;-;NÃO;INDEFINIDO;46239
869691;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350358&Usr=guest&Pwd=guest;PB;SANTA RITA;09433715000102;FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;27/09/2018;31/03/2021; 100.000,00 ; 100.000,00 ; 6.499,92 ; -   ; 440.652,00 ; -   ; 11.816,26 ;SIM;ANALISADOS;RELATÓRIOS ANALISADOS;100%;EMITIDO.;Indefinida;PRESTAÇÃO DE CONTAS ANALISADA;30/03/2024;;0;Execução Total;NT EMITIDA;100,00%;PT EMITIDO;INCLUÍDOS;FNS: 89,41%   |  Convenente: 98,57%;RECOLHIDO;CANCELADO;FRANCIBERTO;25000079844201841;0,734742;;;31/12/2025;858; ;2018;0,00;Negativo;-;-;NÃO;INDEFINIDO;46239
869695;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350360&Usr=guest&Pwd=guest;PB;SANTA RITA;09433715000102;FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;04/10/2018;28/03/2024; 150.000,00 ; 150.000,00 ; 104.975,00 ; -   ; 449.418,00 ; -   ; 3.412,17 ;SIM;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;27/05/2024;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 90,05%   |  Convenente: 99,81%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;25000079840201863;0,736761;;;19/12/2024;-; ;2018;108.387,67;Negativo;-;-;NÃO;INDEFINIDO;*
869733;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350351&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;04/10/2018;30/06/2026; 500.400,00 ; 447.054,00 ; 447.054,00 ; 400,00 ; 41.680,00 ; -   ; 8.415,43 ;SIM;PENDENTE;AGUARDAR EXECUÇÃO;70,3703703703704%;PENDENTE;Indefinida;MONITORAR EXECUÇÃO;16/05/2026;;0;Execução Total;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 49,26%   |  Convenente: 72,26%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;JULIO;25000079860201834;0,737678;;;26/01/2021;-; ;2018;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
869735;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350348&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;18/12/2018;30/09/2023; 500.369,00 ; -   ; 450.252,60 ; 369,00 ; 174.780,00 ; -   ; 586,21 ;SIM;PENDENTE;COBRAR RELATÓRIOS;81,4814814814815%;PENDENTE;Indefinida;COBRAR PRESTAÇÃO DE CONTAS;29/11/2023;;0;Execução Total;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 86,95%   |  Convenente: 99,93%;RECOLHIDO;SEM IFORMAÇÃO;JULIO;25000079866201810;0,748781;;;10/05/2021;-; ;2018;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
869737;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350354&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;18/12/2018;30/09/2023; 100.110,00 ; 49.260,00 ; 49.260,00 ; 110,00 ; 732.715,06 ; -   ; 80.587,84 ;NÃO;ANALISADOS;RELATÓRIOS ANALISADOS;100%;EMITIDO.;Indefinida;PRESTAÇÃO DE CONTAS ANALISADA;29/11/2023;;0;Execução Total;NT EMITIDA;100,00%;PT EMITIDO;INCLUÍDOS;FNS: 100,00%   |  Convenente: 97,23%;RECOLHIDO;CANCELADO;JULIO;455832018;-;;;21/09/2022;-; ;2018;8.424,37;Negativo;-;-;NÃO;INDEFINIDO;*
870112;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1350356&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;25/10/2018;31/03/2027; 201.000,00 ; -   ; 173.906,00 ; 1.000,00 ; 420.617,84 ; -   ; 110.050,58 ;NÃO;PENDENTE;COBRAR RELATÓRIOS;100%;PENDENTE;Indefinida;ANALISAR: FINANC, ENV AREA TEC e ELAB P. EQ.;30/05/2027;;0;CONVÊNIO CONCLUÍDO;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 98,06%;RECOLHIDO;SEM IFORMAÇÃO;FRANCIBERTO;455822018;-;;;04/07/2022;-; ;2018;1.000,00;Acima de 180 até 365 dias;Acima de 365 dias;Sim;NÃO;INDEFINIDO;*
871390;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1351530&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Organização da Sociedade Civil;05/12/2018;30/09/2026; 753.598,07 ; 649.993,00 ; 649.993,00 ; 103.605,07 ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;21/03/2026;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;479752018;-;;;Sem Vínculo;-; ;2018;103.605,07;Negativo;-;-;NÃO;INDEFINIDO;*
871391;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1351529&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas Concluída;Consórcio Público;21/11/2018;31/03/2024; 428.950,81 ; 399.960,00 ; 399.960,00 ; 28.990,81 ; -   ; -   ; -   ;NÃO;PENDENTE;AGUARDAR EXECUÇÃO;33,3333333333333%;PENDENTE;Indefinida;MONITORAR EXECUÇÃO;30/05/2024;;0;Execução Total;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;479742018;-;;;Sem Vínculo;-; ;2018;28.990,81;Negativo;-;-;NÃO;INDEFINIDO;*
871392;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1356784&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Convênio Anulado;Organização da Sociedade Civil;13/12/2018;30/09/2025; 499.744,00 ; -   ; -   ; -   ; 447.750,61 ; 7.857,31 ; -   ;NÃO;PENDENTE;COBRAR RELATÓRIOS;81,4814814814815%;PENDENTE;Indefinida;COBRAR PRESTAÇÃO DE CONTAS;08/08/2025;;0;Execução Total;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 89,27%   |  Convenente: 97,96%;RECOLHIDO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000131731201864;-;;;Sem Vínculo;-; ;2018;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
871393;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1356783&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Convênio Rescindido;Administração Pública Estadual ou do Distrito Federal;27/12/2018;08/04/2024; 300.586,00 ; -   ; -   ; 4.630,00 ; 407.011,14 ; -   ; 78.327,94 ;NÃO;ANALISADOS;RELATÓRIOS ANALISADOS;96,2962962962963%;EMITIDO.;Indefinida;PRESTAÇÃO DE CONTAS ANALISADA;07/06/2024;;0;Execução Total;PENDENTE;66,67%;PT EMITIDO;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 99,31%;RECOLHIDO;CANCELADO;Fiscal Não Identificado;565872018;-;;;Sem Vínculo;-; ;2018;0,00;Negativo;-;-;NÃO;INDEFINIDO;*
